city,state,traffic_volume,avg_speed_kmh,congestion_level,weather_condition,incident_type,road_type,lane_closure
Dallas,CA,3480,68.38,Low,Clear,Construction,Expressway,Yes
Houston,PA,186,72.12,Low,Snow,None,Highway,No
Phoenix,IL,824,49.21,Low,Fog,Accident,Expressway,No
Phoenix,AZ,1648,69.04,Medium,Clear,Breakdown,Rural,Yes
San Jose,NY,1504,92.47,Low,Fog,Construction,Rural,Yes
San Diego,IL,2653,71.81,Low,Fog,None,Expressway,Yes
Philadelphia,CA,2530,80.54,Low,Cloudy,Accident,Rural,Yes
San Jose,NY,896,61.97,High,Fog,Accident,Highway,No
San Antonio,NY,256,88.8,High,Snow,None,Expressway,Yes
Philadelphia,TX,2543,108.95,Low,Snow,Construction,Expressway,Yes
Phoenix,IL,3180,15.62,Medium,Snow,None,Highway,Yes
Phoenix,IL,1279,21.8,Medium,Clear,Accident,Urban,Yes
Chicago,PA,4741,85.42,High,Cloudy,Breakdown,Urban,Yes
San Antonio,CA,2846,51.55,High,Clear,Breakdown,Urban,No
San Jose,AZ,3279,40.98,Medium,Clear,Construction,Expressway,Yes
Phoenix,PA,1177,29.65,Low,Snow,Accident,Expressway,No
San Antonio,AZ,4997,72.99,High,Clear,Breakdown,Urban,No
Los Angeles,TX,4700,48.23,Low,Fog,Construction,Rural,No
Dallas,AZ,1252,65.88,High,Rain,Construction,Expressway,No
San Diego,CA,2455,115.44,Medium,Fog,None,Highway,Yes
Phoenix,TX,1337,93.41,High,Clear,Construction,Highway,No
Los Angeles,IL,4900,97.55,High,Cloudy,Construction,Highway,Yes
Philadelphia,AZ,598,23.66,High,Fog,None,Rural,Yes
San Diego,CA,3995,45.75,Low,Clear,Construction,Expressway,No
San Antonio,CA,3979,21.69,Medium,Cloudy,None,Highway,No
San Diego,IL,1437,116.54,High,Snow,Accident,Rural,No
Houston,CA,1323,85.04,Low,Rain,Breakdown,Urban,Yes
Chicago,TX,3313,12.12,Medium,Clear,Accident,Highway,Yes
San Antonio,TX,856,62.31,Low,Fog,Breakdown,Urban,No
Los Angeles,PA,1977,38.99,Medium,Rain,Breakdown,Highway,No
Phoenix,NY,3183,69.4,Low,Snow,Breakdown,Urban,Yes
San Antonio,IL,4031,29.65,Medium,Snow,None,Expressway,Yes
New York,CA,2149,16.25,Low,Rain,Breakdown,Expressway,Yes
Houston,AZ,1795,45.55,High,Clear,Construction,Expressway,No
Los Angeles,PA,4458,42.51,Medium,Clear,Accident,Highway,No
Philadelphia,TX,4038,88.87,Low,Cloudy,Accident,Rural,Yes
New York,IL,4533,62.2,High,Cloudy,Construction,Urban,Yes
San Antonio,IL,1275,42.05,High,Clear,Construction,Urban,No
Chicago,TX,2116,72.75,Medium,Fog,None,Rural,No
New York,NY,144,17.84,Low,Snow,None,Rural,Yes
San Diego,IL,179,82.86,High,Cloudy,Accident,Expressway,Yes
San Antonio,CA,3318,26.2,High,Rain,Construction,Expressway,No
Los Angeles,AZ,2003,40.77,Medium,Rain,Construction,Urban,Yes
San Antonio,AZ,2357,41.03,High,Clear,Construction,Rural,No
Chicago,TX,1036,61.24,Low,Rain,None,Urban,Yes
Dallas,IL,3160,114.85,High,Rain,None,Urban,Yes
San Diego,AZ,3622,45.71,High,Clear,None,Expressway,No
Phoenix,IL,866,40.95,Medium,Fog,Accident,Urban,Yes
San Antonio,TX,2650,28.57,High,Clear,Breakdown,Urban,Yes
Chicago,NY,2219,53.12,High,Snow,Construction,Expressway,No
New York,AZ,1829,30.02,Low,Cloudy,Breakdown,Expressway,No
New York,CA,806,25.15,Medium,Fog,Breakdown,Rural,No
Los Angeles,PA,1217,104.31,Medium,Fog,None,Urban,Yes
San Diego,TX,2644,15.79,Medium,Rain,Construction,Rural,No
New York,PA,3154,88.19,Medium,Cloudy,None,Highway,No
Phoenix,NY,455,32.28,Medium,Cloudy,Breakdown,Urban,Yes
Dallas,CA,1902,11.29,Medium,Fog,Construction,Expressway,Yes
Dallas,PA,2461,97.47,Medium,Snow,Accident,Highway,Yes
Los Angeles,CA,3077,87.25,High,Snow,Accident,Rural,No
San Antonio,AZ,4137,46.77,Low,Rain,Breakdown,Expressway,No
New York,IL,212,18.73,Medium,Rain,Breakdown,Urban,Yes
Chicago,TX,2861,49.67,High,Snow,Accident,Expressway,Yes
Philadelphia,CA,4696,29.95,High,Cloudy,None,Rural,No
Dallas,AZ,180,112.58,Low,Snow,Construction,Rural,No
San Jose,NY,3217,68.26,Medium,Fog,Construction,Urban,No
Los Angeles,CA,2750,116.02,Medium,Clear,Breakdown,Urban,No
San Antonio,NY,3105,48.64,Low,Clear,None,Rural,Yes
Houston,TX,2367,71.21,High,Clear,Construction,Expressway,Yes
Los Angeles,AZ,3001,30.91,Medium,Cloudy,None,Expressway,No
Chicago,NY,4932,98.93,Medium,Snow,Construction,Highway,No
Philadelphia,IL,2462,14.52,Low,Fog,Accident,Expressway,Yes
San Jose,PA,1983,86.52,High,Fog,Breakdown,Expressway,Yes
Dallas,NY,3555,53.08,High,Rain,Breakdown,Expressway,No
San Diego,NY,2708,73.63,High,Cloudy,Construction,Rural,No
San Jose,AZ,3182,75.15,Medium,Fog,Construction,Urban,No
Dallas,AZ,3029,88.19,High,Rain,Construction,Highway,Yes
Houston,CA,1396,32.47,Low,Cloudy,None,Rural,No
Houston,PA,3850,68.45,Low,Fog,Construction,Rural,Yes
Dallas,NY,2686,56.96,Low,Snow,None,Urban,No
San Diego,NY,94,41.04,Low,Fog,Construction,Highway,No
Los Angeles,AZ,396,64.53,High,Cloudy,Construction,Expressway,Yes
San Diego,IL,4859,114.72,Low,Rain,Breakdown,Urban,Yes
New York,AZ,3843,114.38,Medium,Cloudy,None,Rural,No
Dallas,IL,4792,40.67,Medium,Clear,Accident,Expressway,Yes
Dallas,PA,2466,107.26,Medium,Fog,Accident,Rural,Yes
San Diego,AZ,4503,106.44,High,Clear,Accident,Urban,Yes
Phoenix,PA,2592,37.45,High,Snow,Breakdown,Rural,Yes
Phoenix,TX,109,75.88,High,Rain,None,Urban,No
Chicago,NY,2395,105.69,High,Snow,Accident,Expressway,No
Phoenix,PA,4376,66.65,Low,Cloudy,None,Highway,No
Houston,IL,2894,50.67,Low,Fog,None,Urban,Yes
New York,TX,3816,81.59,Low,Rain,Construction,Urban,No
Dallas,IL,497,28.97,Low,Clear,Breakdown,Rural,Yes
San Jose,CA,2465,27.79,Low,Clear,Accident,Expressway,Yes
Houston,CA,4128,101.59,Low,Cloudy,Accident,Rural,Yes
Chicago,NY,4699,14.61,Medium,Clear,Breakdown,Highway,Yes
Philadelphia,TX,3085,98.4,High,Cloudy,Breakdown,Expressway,Yes
New York,TX,2374,41.95,High,Rain,Construction,Highway,Yes
Phoenix,CA,4976,63.14,Low,Snow,None,Rural,No
San Antonio,NY,4107,69.79,Medium,Fog,Construction,Highway,No
Los Angeles,PA,87,94.38,Low,Snow,Construction,Urban,No
San Jose,CA,1280,107.22,Low,Snow,Accident,Highway,No
Dallas,TX,338,98.46,Low,Fog,Accident,Rural,Yes
Philadelphia,IL,4847,72.96,High,Rain,None,Highway,No
Los Angeles,TX,2431,48.28,High,Cloudy,None,Rural,Yes
San Diego,NY,253,67.92,Medium,Clear,Construction,Expressway,Yes
San Diego,TX,1093,13.3,Medium,Fog,Breakdown,Highway,No
New York,AZ,1670,36.95,Low,Snow,Construction,Urban,Yes
New York,TX,3009,50.28,Medium,Fog,Breakdown,Expressway,No
New York,AZ,2493,45.17,Medium,Rain,None,Highway,Yes
Houston,CA,3886,20.47,Medium,Fog,None,Rural,Yes
Houston,PA,3173,15.58,Low,Clear,Accident,Expressway,No
San Diego,AZ,3781,56.28,Low,Snow,Accident,Expressway,No
New York,TX,3307,18.23,High,Clear,Construction,Highway,Yes
San Jose,PA,3806,41.48,Low,Clear,None,Rural,Yes
Chicago,PA,4498,62.23,High,Clear,Accident,Urban,Yes
New York,TX,1187,33.1,Medium,Clear,Breakdown,Rural,No
Dallas,TX,2611,18.75,Medium,Fog,None,Rural,No
San Jose,NY,595,57.53,Low,Fog,Breakdown,Expressway,No
Dallas,CA,4427,59.33,High,Snow,Construction,Rural,Yes
San Antonio,AZ,722,110.72,Medium,Cloudy,Construction,Expressway,No
San Diego,IL,809,24.06,Medium,Cloudy,Accident,Expressway,Yes
New York,AZ,1394,77.65,Medium,Clear,None,Highway,Yes
Phoenix,TX,569,45.17,High,Rain,Breakdown,Highway,No
Los Angeles,IL,4255,23.6,High,Clear,None,Highway,No
New York,IL,3665,53.25,Low,Rain,Accident,Highway,No
Chicago,AZ,4825,57.07,Low,Rain,Breakdown,Rural,No
San Antonio,AZ,1651,49.99,Medium,Clear,Accident,Urban,Yes
New York,AZ,3664,94.23,Medium,Snow,Breakdown,Urban,Yes
Los Angeles,AZ,1872,102.31,Low,Rain,Breakdown,Urban,Yes
Los Angeles,CA,2074,26.36,High,Clear,Construction,Highway,Yes
Houston,NY,1234,28.47,High,Clear,Construction,Expressway,No
Chicago,NY,3823,56.33,High,Clear,None,Highway,Yes
Chicago,AZ,429,45.22,Low,Rain,None,Expressway,No
San Jose,NY,2177,100.15,High,Fog,Accident,Urban,No
Phoenix,AZ,1344,119.65,Low,Rain,Construction,Rural,No
Chicago,AZ,665,29.92,Medium,Fog,Construction,Expressway,Yes
San Antonio,AZ,485,93.88,High,Fog,Accident,Highway,No
Phoenix,PA,3199,76.8,High,Snow,Breakdown,Highway,No
Houston,CA,1597,80.89,Low,Cloudy,Breakdown,Urban,Yes
Chicago,TX,4940,39.09,High,Clear,Construction,Expressway,Yes
Houston,NY,1184,20.69,High,Clear,None,Highway,Yes
Los Angeles,NY,501,69.76,Low,Rain,Construction,Expressway,Yes
New York,CA,4405,77.49,Low,Cloudy,None,Expressway,No
Chicago,CA,2755,115.94,High,Snow,None,Urban,No
Los Angeles,AZ,761,84.28,Medium,Clear,Construction,Expressway,No
New York,AZ,3739,58.81,Low,Rain,Accident,Urban,Yes
New York,PA,2028,119.34,Low,Snow,None,Urban,No
Los Angeles,PA,4010,51.06,Low,Cloudy,None,Urban,No
Dallas,TX,3847,27.88,Low,Rain,None,Highway,No
Phoenix,NY,2749,77.98,Low,Snow,None,Expressway,Yes
Dallas,CA,216,39.29,Low,Cloudy,Breakdown,Expressway,Yes
San Diego,TX,4638,111.44,Low,Clear,Accident,Highway,Yes
Philadelphia,NY,2169,57.07,High,Cloudy,Accident,Expressway,Yes
New York,TX,2596,26.46,Medium,Rain,Construction,Rural,Yes
San Jose,TX,1158,25.58,Medium,Clear,Breakdown,Urban,No
Phoenix,AZ,1890,81.46,Medium,Fog,None,Highway,Yes
New York,TX,2988,50.25,Low,Rain,None,Expressway,Yes
San Antonio,AZ,2904,50.01,Low,Fog,None,Highway,No
San Jose,NY,3264,77.36,Medium,Cloudy,None,Expressway,No
San Diego,PA,940,34.37,High,Snow,Breakdown,Rural,No
San Diego,NY,1384,26,Low,Clear,Accident,Highway,Yes
San Antonio,AZ,3490,82.3,Medium,Rain,None,Urban,No
Los Angeles,PA,1769,10.58,Medium,Clear,None,Urban,Yes
Phoenix,IL,2910,109.81,Medium,Cloudy,Construction,Urban,No
Houston,PA,1020,30.13,Medium,Cloudy,Breakdown,Highway,No
Phoenix,TX,3562,59.26,High,Snow,Accident,Highway,No
San Jose,NY,116,33.26,Low,Snow,Construction,Expressway,No
Dallas,TX,3895,34,High,Rain,Accident,Urban,Yes
Houston,PA,887,101.85,High,Clear,Construction,Expressway,No
San Diego,IL,976,74.35,Low,Rain,None,Urban,Yes
San Diego,TX,3655,44.26,High,Fog,Accident,Urban,No
Los Angeles,IL,390,37.62,Low,Cloudy,Accident,Urban,No
Philadelphia,CA,3799,33.41,Low,Fog,Accident,Highway,Yes
Phoenix,IL,151,70.99,Medium,Fog,Breakdown,Urban,No
Los Angeles,NY,3435,90.39,High,Clear,Accident,Highway,No
San Jose,PA,1183,37.89,High,Fog,None,Expressway,Yes
Houston,AZ,2439,46.55,Low,Fog,None,Rural,Yes
San Antonio,AZ,877,89.24,Medium,Snow,None,Urban,Yes
New York,TX,2776,91.1,Medium,Rain,Construction,Highway,No
Dallas,PA,2231,32.81,Medium,Snow,None,Expressway,Yes
San Jose,CA,434,52.04,Low,Clear,Accident,Rural,No
New York,TX,647,105.7,Low,Rain,None,Highway,No
Phoenix,IL,58,91.42,High,Rain,None,Expressway,No
San Antonio,AZ,4281,27.87,High,Cloudy,Construction,Rural,Yes
San Diego,IL,1363,52.46,Low,Cloudy,Accident,Expressway,Yes
Los Angeles,AZ,1028,117.06,High,Fog,Construction,Expressway,Yes
Houston,AZ,3773,67.79,High,Rain,None,Urban,Yes
Los Angeles,AZ,2140,89.13,High,Rain,Construction,Rural,Yes
Houston,PA,3226,20.12,Low,Cloudy,Breakdown,Rural,No
Philadelphia,NY,1897,101.58,Low,Fog,Breakdown,Rural,Yes
Philadelphia,PA,3152,76.53,Low,Cloudy,Construction,Urban,Yes
Los Angeles,IL,3803,29.32,Low,Rain,Accident,Highway,Yes
Houston,PA,3794,51.82,High,Clear,Accident,Expressway,Yes
Houston,TX,1838,19.13,High,Cloudy,Accident,Highway,Yes
New York,CA,1292,95.47,Low,Snow,Accident,Urban,No
Los Angeles,TX,2057,91.94,High,Cloudy,Construction,Expressway,No
Chicago,PA,162,63.93,High,Rain,None,Urban,No
Phoenix,IL,3816,59.72,High,Fog,Construction,Expressway,Yes
San Diego,CA,3381,60.98,High,Rain,Accident,Urban,No
Philadelphia,TX,3592,14.12,Medium,Fog,Accident,Urban,Yes
Chicago,CA,1413,50.51,Medium,Rain,Accident,Urban,No
Philadelphia,IL,2969,24.14,Low,Snow,Breakdown,Urban,No
San Antonio,AZ,4045,30.33,Low,Snow,Accident,Expressway,No
Philadelphia,IL,2343,115.83,High,Fog,Construction,Urban,Yes
San Jose,NY,3425,38.8,Medium,Snow,Construction,Expressway,No
Philadelphia,CA,4009,63.2,Low,Clear,None,Highway,Yes
New York,IL,3482,107.66,Low,Clear,Breakdown,Rural,Yes
Chicago,AZ,1399,55.48,Medium,Snow,Accident,Rural,No
San Antonio,AZ,357,68.15,Low,Cloudy,Construction,Urban,Yes
Houston,IL,1396,28.57,Low,Snow,None,Expressway,Yes
Houston,TX,916,41.36,Medium,Fog,None,Expressway,No
San Antonio,IL,4856,65.67,High,Snow,Breakdown,Rural,Yes
Dallas,AZ,1562,50.14,Medium,Snow,None,Expressway,Yes
Los Angeles,IL,2333,14.21,Low,Fog,None,Urban,No
Dallas,NY,4074,54.09,Medium,Clear,Accident,Expressway,No
Chicago,TX,3828,99.66,High,Cloudy,Breakdown,Rural,No
Philadelphia,IL,917,22.77,Low,Rain,None,Rural,No
Houston,AZ,1432,12.06,Low,Cloudy,Breakdown,Rural,No
New York,IL,3664,23.06,Low,Rain,Accident,Rural,No
Dallas,IL,2122,85.56,High,Snow,None,Highway,Yes
Philadelphia,CA,2912,97.41,Low,Clear,None,Highway,No
San Diego,IL,1033,15.36,Low,Snow,Construction,Urban,Yes
Los Angeles,NY,1074,107.63,High,Rain,Accident,Rural,Yes
San Antonio,AZ,2455,79.01,Medium,Clear,Accident,Urban,No
Philadelphia,PA,167,66.99,High,Rain,None,Highway,No
Los Angeles,CA,2576,37.9,Medium,Snow,Accident,Urban,Yes
Los Angeles,PA,2210,50.89,Low,Rain,Construction,Rural,No
Houston,IL,1268,114.17,High,Clear,None,Highway,No
Houston,TX,1093,110.27,High,Cloudy,Construction,Highway,Yes
Chicago,NY,2555,78.8,Medium,Snow,Breakdown,Expressway,No
San Diego,NY,3864,73.68,High,Rain,None,Rural,No
San Antonio,NY,3569,33.16,Medium,Rain,Breakdown,Highway,Yes
Los Angeles,CA,2737,114.86,Medium,Cloudy,Accident,Urban,Yes
Chicago,IL,3206,93.09,Medium,Clear,None,Expressway,No
San Jose,NY,625,52.05,High,Fog,Breakdown,Urban,Yes
Dallas,IL,3395,99.74,Low,Fog,None,Rural,No
Phoenix,TX,2897,33.31,High,Fog,Breakdown,Urban,No
Los Angeles,IL,452,33.46,Medium,Snow,Accident,Expressway,No
Chicago,PA,302,97.01,Low,Fog,Breakdown,Highway,Yes
San Diego,IL,1679,71.52,High,Fog,Construction,Urban,No
Houston,IL,2759,71.14,Low,Cloudy,Accident,Urban,Yes
Los Angeles,AZ,4814,73.1,Low,Fog,None,Urban,No
Los Angeles,PA,4873,23.84,Low,Rain,None,Highway,Yes
Philadelphia,CA,3381,48.45,Medium,Cloudy,None,Rural,Yes
San Diego,IL,4093,73.04,Medium,Rain,Construction,Rural,No
San Antonio,NY,2709,37.23,Low,Snow,Breakdown,Urban,Yes
Houston,AZ,1028,65.44,Low,Cloudy,Breakdown,Rural,Yes
Los Angeles,IL,3866,71.27,Medium,Rain,Accident,Rural,Yes
Dallas,AZ,2776,113.71,Medium,Rain,Accident,Urban,No
Houston,CA,618,37.04,Medium,Clear,Accident,Urban,No
Dallas,AZ,4688,58.33,Medium,Clear,Accident,Urban,No
Phoenix,NY,4664,117.97,Medium,Clear,Accident,Highway,No
San Antonio,IL,4155,30.55,Medium,Clear,Breakdown,Urban,Yes
Phoenix,NY,4302,95.8,High,Fog,Accident,Expressway,Yes
Los Angeles,TX,2822,29.49,Medium,Snow,Accident,Rural,Yes
Philadelphia,AZ,4286,103.51,Low,Fog,Breakdown,Expressway,No
San Antonio,AZ,4104,63.68,High,Snow,Breakdown,Rural,Yes
Philadelphia,AZ,2736,116.94,Medium,Cloudy,Accident,Rural,Yes
Chicago,PA,4048,28.71,Medium,Snow,Accident,Urban,No
San Jose,CA,186,85.67,Medium,Fog,None,Rural,No
San Diego,PA,4836,86.48,Medium,Cloudy,Accident,Highway,No
Chicago,NY,1473,89.08,Low,Cloudy,None,Urban,Yes
Phoenix,TX,1515,21.11,Low,Cloudy,Breakdown,Rural,Yes
Dallas,CA,3388,41.74,High,Clear,Accident,Urban,Yes
Phoenix,CA,4821,47.18,Low,Fog,Accident,Rural,No
San Antonio,IL,3882,45.67,Medium,Clear,None,Expressway,No
San Antonio,TX,1586,84.25,Medium,Rain,Accident,Highway,No
Phoenix,AZ,2374,16.03,High,Cloudy,Construction,Highway,Yes
Los Angeles,PA,3805,90.31,High,Cloudy,Accident,Expressway,No
Phoenix,AZ,1429,67.92,Medium,Cloudy,None,Highway,Yes
San Antonio,IL,982,29.03,Low,Fog,None,Rural,No
San Antonio,PA,3895,34.87,High,Cloudy,None,Rural,Yes
Houston,AZ,1117,20.73,High,Fog,Breakdown,Rural,No
New York,NY,2988,60.5,Low,Rain,Accident,Expressway,No
Philadelphia,AZ,260,75.44,High,Rain,Construction,Expressway,No
Chicago,PA,2440,73.91,Low,Rain,Construction,Highway,Yes
Phoenix,NY,2856,115.86,Medium,Clear,Breakdown,Rural,No
Houston,IL,4653,42.56,Low,Cloudy,Accident,Rural,No
Los Angeles,IL,281,93.83,High,Rain,None,Expressway,No
San Antonio,NY,853,89.54,Medium,Snow,Breakdown,Urban,No
Phoenix,PA,1243,16.75,High,Fog,None,Highway,Yes
San Antonio,PA,3525,112.3,Low,Snow,Construction,Rural,No
Dallas,AZ,283,112.44,High,Rain,Accident,Rural,Yes
Houston,IL,2617,53.6,High,Clear,Construction,Urban,Yes
Phoenix,IL,2197,55.94,Low,Clear,Breakdown,Highway,Yes
Dallas,NY,2405,100.16,Medium,Snow,Accident,Highway,No
San Jose,IL,2900,64.45,Medium,Rain,Construction,Highway,No
Houston,AZ,1773,97.91,High,Cloudy,None,Expressway,Yes
Phoenix,IL,4532,13.97,Low,Fog,Construction,Urban,Yes
Phoenix,NY,1196,37.53,High,Fog,Accident,Urban,Yes
San Diego,AZ,181,20.02,Medium,Clear,Breakdown,Highway,Yes
Houston,TX,2159,59.96,Low,Snow,None,Rural,No
Houston,NY,881,103.96,High,Rain,Construction,Expressway,Yes
San Antonio,TX,3811,72.68,High,Rain,Breakdown,Urban,Yes
Phoenix,IL,781,67.24,Low,Cloudy,Construction,Expressway,Yes
Philadelphia,AZ,452,50.27,High,Cloudy,Construction,Expressway,No
Philadelphia,IL,1667,17,Medium,Rain,Accident,Expressway,No
Philadelphia,AZ,4159,94.31,Low,Rain,Breakdown,Urban,Yes
San Jose,CA,319,72.78,High,Fog,Accident,Urban,Yes
Phoenix,IL,1204,112.41,Medium,Snow,Construction,Expressway,No
Phoenix,IL,2398,57.52,Medium,Fog,Construction,Urban,No
Dallas,IL,2801,54.16,Medium,Cloudy,Construction,Rural,No
San Diego,PA,2033,117.18,High,Clear,None,Rural,No
Houston,NY,4572,25.53,High,Rain,Breakdown,Rural,No
San Antonio,PA,2213,37.76,Low,Rain,Breakdown,Highway,Yes
San Diego,AZ,2333,63.7,Low,Snow,Breakdown,Urban,No
Dallas,AZ,4213,67.59,Low,Cloudy,None,Rural,Yes
Phoenix,AZ,2840,70.36,Low,Rain,Construction,Rural,Yes
Chicago,NY,4112,33.33,Low,Fog,Breakdown,Urban,Yes
Houston,AZ,4536,111.95,Medium,Snow,None,Highway,No
San Jose,PA,2201,87.39,Low,Rain,None,Expressway,Yes
Philadelphia,PA,2711,38.43,Medium,Clear,Accident,Expressway,Yes
San Jose,IL,822,42.36,High,Cloudy,None,Rural,Yes
Phoenix,TX,2016,106.84,Low,Snow,Construction,Highway,Yes
Dallas,CA,2401,51.84,Medium,Fog,None,Highway,No
Chicago,AZ,2476,71.2,High,Cloudy,None,Urban,Yes
Los Angeles,NY,3296,23.25,Low,Rain,Accident,Expressway,No
Philadelphia,NY,3526,37.69,Low,Clear,None,Urban,Yes
San Antonio,AZ,4233,55.82,High,Fog,None,Highway,No
Phoenix,TX,2727,82.18,Low,Cloudy,Construction,Highway,No
New York,PA,4770,40.82,High,Rain,Breakdown,Expressway,Yes
Chicago,AZ,2974,114.58,Low,Snow,None,Urban,No
Chicago,NY,3942,34.22,High,Rain,Breakdown,Rural,Yes
Houston,CA,2829,95.68,Medium,Snow,Accident,Highway,Yes
San Jose,TX,2512,50.11,Medium,Snow,Accident,Expressway,No
Philadelphia,AZ,504,101.67,High,Rain,Accident,Urban,No
Phoenix,CA,3684,111.54,High,Clear,Breakdown,Rural,No
New York,AZ,3296,30.57,Medium,Snow,Breakdown,Highway,Yes
Philadelphia,TX,4354,64.06,Medium,Snow,Construction,Expressway,Yes
Dallas,NY,3434,26.98,Medium,Rain,Breakdown,Urban,Yes
New York,PA,2468,87.64,Medium,Snow,None,Urban,Yes
San Diego,PA,2900,101.55,Low,Fog,None,Rural,No
San Diego,TX,2183,52.84,Medium,Cloudy,Breakdown,Rural,No
Chicago,IL,4792,53.64,Medium,Rain,None,Expressway,Yes
Dallas,PA,2918,32.42,Low,Fog,Accident,Rural,No
San Diego,AZ,3387,43.72,Low,Snow,Accident,Urban,Yes
Chicago,CA,1771,45.63,Low,Snow,Accident,Rural,No
San Jose,CA,2076,27.11,Medium,Snow,Construction,Expressway,Yes
Phoenix,PA,1236,44.09,High,Cloudy,Breakdown,Highway,Yes
Chicago,TX,1200,109.8,Medium,Clear,Breakdown,Expressway,No
Phoenix,TX,2924,45.79,High,Rain,Accident,Expressway,Yes
Dallas,TX,4262,40.19,Low,Fog,Accident,Rural,No
Houston,CA,1479,52.31,Low,Clear,Construction,Expressway,Yes
Philadelphia,NY,698,115.63,Low,Rain,Construction,Highway,No
Chicago,CA,405,94.1,Medium,Snow,Breakdown,Rural,No
Chicago,NY,2873,32.19,High,Snow,Breakdown,Highway,No
Phoenix,TX,3435,92.78,Medium,Fog,Breakdown,Rural,No
San Diego,IL,4016,94.29,Medium,Clear,Breakdown,Highway,Yes
San Diego,CA,3984,114.52,Low,Snow,Construction,Rural,Yes
Chicago,TX,3984,108.02,Low,Cloudy,None,Expressway,Yes
San Diego,CA,1241,20.47,Low,Rain,Accident,Expressway,Yes
San Diego,TX,3533,60,Low,Fog,None,Rural,Yes
Chicago,CA,4214,87.33,Low,Cloudy,Accident,Highway,Yes
San Jose,AZ,316,117.07,Low,Fog,Construction,Rural,No
San Jose,CA,4960,19.37,Medium,Rain,None,Expressway,Yes
Los Angeles,AZ,1930,50.51,Medium,Clear,Accident,Urban,Yes
San Jose,NY,1598,64.14,High,Cloudy,Breakdown,Rural,No
Los Angeles,CA,431,55.46,Medium,Snow,Construction,Urban,Yes
Dallas,NY,1685,60.14,Low,Fog,Breakdown,Rural,No
San Antonio,IL,4519,50.6,Low,Clear,Accident,Urban,No
Philadelphia,PA,734,116.77,High,Rain,Construction,Rural,Yes
San Antonio,PA,4651,98.36,Low,Snow,Construction,Rural,No
San Diego,AZ,2334,91.03,High,Fog,Accident,Rural,No
New York,CA,3708,55.18,High,Clear,None,Urban,Yes
San Diego,PA,2422,106.97,Low,Rain,Construction,Rural,Yes
Chicago,NY,2687,20.27,Medium,Clear,Accident,Expressway,Yes
Chicago,PA,4899,25.78,Medium,Rain,Construction,Urban,No
Philadelphia,PA,2001,114.95,Medium,Snow,Construction,Expressway,No
Houston,TX,1495,72.37,High,Cloudy,None,Expressway,No
Houston,PA,4877,27.54,Medium,Fog,None,Expressway,No
Houston,NY,70,114.41,High,Cloudy,Construction,Expressway,No
San Jose,PA,4450,117.23,High,Snow,Accident,Highway,No
Dallas,CA,3474,106.96,Low,Cloudy,Accident,Rural,Yes
San Diego,PA,4749,36.24,Low,Fog,None,Highway,No
Chicago,IL,1059,40.63,Medium,Snow,Breakdown,Highway,Yes
New York,PA,4590,54.77,Low,Fog,Construction,Expressway,Yes
New York,AZ,1131,73.73,Medium,Cloudy,Accident,Rural,No
New York,TX,2698,119.14,High,Clear,Accident,Expressway,Yes
Houston,NY,4902,115.17,Low,Clear,Breakdown,Highway,No
Philadelphia,PA,4469,111.33,Medium,Fog,Accident,Rural,Yes
Houston,PA,2513,19.82,Low,Clear,Breakdown,Rural,No
Chicago,CA,3806,93.29,Low,Fog,Accident,Expressway,Yes
San Diego,CA,2502,106.45,High,Cloudy,Breakdown,Urban,No
San Diego,AZ,4044,46.66,Low,Rain,Accident,Rural,Yes
Philadelphia,TX,4017,34.15,Medium,Snow,Construction,Rural,Yes
Dallas,NY,3791,92.33,Low,Cloudy,Construction,Expressway,No
San Jose,NY,3963,19.99,High,Rain,Construction,Urban,No
New York,NY,3846,113.49,High,Cloudy,Accident,Expressway,No
San Diego,AZ,434,27.17,High,Rain,Breakdown,Expressway,No
Philadelphia,AZ,4154,60.33,Medium,Fog,Construction,Urban,Yes
New York,PA,2612,118.11,High,Snow,None,Urban,No
Houston,TX,2267,118.7,High,Fog,Construction,Expressway,No
Phoenix,NY,196,95.36,Medium,Snow,Accident,Rural,Yes
San Antonio,NY,3639,102.31,Medium,Rain,Construction,Urban,Yes
San Diego,PA,1976,116.39,Medium,Clear,Breakdown,Expressway,No
Dallas,TX,3804,112.02,Medium,Clear,Breakdown,Expressway,Yes
Philadelphia,TX,129,78.43,Medium,Clear,Breakdown,Highway,Yes
San Jose,TX,4949,90.81,Low,Clear,None,Urban,No
Dallas,CA,3587,75.32,High,Cloudy,None,Highway,Yes
Houston,TX,1809,65.71,Medium,Cloudy,Accident,Highway,Yes
San Diego,IL,1027,106.89,High,Clear,Construction,Expressway,Yes
Chicago,AZ,4952,91.18,Low,Fog,Breakdown,Rural,Yes
Houston,TX,2854,104.58,Low,Rain,None,Rural,No
San Jose,CA,1635,20.55,Medium,Clear,Accident,Rural,No
Houston,IL,4440,73.41,High,Fog,None,Urban,Yes
Philadelphia,CA,1203,46.25,High,Fog,Breakdown,Urban,No
Dallas,CA,662,66.47,Low,Fog,Breakdown,Highway,No
Philadelphia,PA,2980,77.43,Low,Cloudy,Breakdown,Urban,Yes
New York,CA,1860,103.03,Low,Snow,Accident,Urban,Yes
Phoenix,CA,3628,13.51,Medium,Cloudy,Breakdown,Highway,Yes
